transaction_id,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,kyc_status,scheme_name,fund_house,category
29369,INV002350,2025-04-07 00:00:00.000000,Lumpsum,76267.0,Tamil Nadu,Chennai,T30,26-35,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
29370,INV002598,2025-04-07 00:00:00.000000,SIP,1766.0,Uttar Pradesh,Lucknow,T30,26-35,Male,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29371,INV002777,2025-04-07 00:00:00.000000,Lumpsum,408646.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
29372,INV002950,2025-04-07 00:00:00.000000,SIP,8407.0,Madhya Pradesh,Indore,T30,46-55,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29373,INV003181,2025-04-07 00:00:00.000000,Lumpsum,111840.0,Karnataka,Bangalore,T30,18-25,Female,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
29374,INV003342,2025-04-07 00:00:00.000000,Redemption,77874.0,Tamil Nadu,Chennai,T30,56+,Male,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
29375,INV003395,2025-04-07 00:00:00.000000,SIP,24732.0,Gujarat,Ahmedabad,T30,36-45,Male,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29376,INV003528,2025-04-07 00:00:00.000000,SIP,1745.0,Madhya Pradesh,Bhopal,B30,18-25,Female,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29377,INV003586,2025-04-07 00:00:00.000000,SIP,504.0,Haryana,Faridabad,B30,46-55,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29378,INV003727,2025-04-07 00:00:00.000000,SIP,2027.0,Gujarat,Surat,T30,18-25,Female,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
29379,INV003734,2025-04-07 00:00:00.000000,SIP,412.0,Tamil Nadu,Coimbatore,B30,56+,Male,Pending,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29380,INV003844,2025-04-07 00:00:00.000000,SIP,16467.0,Maharashtra,Nashik,B30,26-35,Female,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
29381,INV003902,2025-04-07 00:00:00.000000,Lumpsum,168063.0,Karnataka,Mysore,B30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
29382,INV003920,2025-04-07 00:00:00.000000,Redemption,339906.0,Punjab,Chandigarh,T30,26-35,Male,Pending,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
29383,INV004044,2025-04-07 00:00:00.000000,Redemption,136744.0,Rajasthan,Jaipur,T30,46-55,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
29384,INV004096,2025-04-07 00:00:00.000000,Lumpsum,439475.0,Tamil Nadu,Coimbatore,B30,36-45,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
29385,INV004140,2025-04-07 00:00:00.000000,Lumpsum,386512.0,Punjab,Amritsar,B30,46-55,Female,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
29386,INV004319,2025-04-07 00:00:00.000000,SIP,7177.0,Gujarat,Surat,T30,18-25,Male,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
29387,INV004524,2025-04-07 00:00:00.000000,SIP,15699.0,Gujarat,Surat,T30,18-25,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29388,INV004628,2025-04-07 00:00:00.000000,SIP,3259.0,Madhya Pradesh,Bhopal,B30,36-45,Male,Verified,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity
29389,INV004741,2025-04-07 00:00:00.000000,SIP,3042.0,Telangana,Hyderabad,T30,26-35,Female,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29390,INV000065,2025-04-08 00:00:00.000000,SIP,47265.0,Maharashtra,Mumbai,T30,46-55,Female,Verified,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity
29391,INV000104,2025-04-08 00:00:00.000000,Lumpsum,417829.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
29392,INV000288,2025-04-08 00:00:00.000000,SIP,5869.0,Telangana,Hyderabad,T30,26-35,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
29393,INV000452,2025-04-08 00:00:00.000000,SIP,418.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
29394,INV000761,2025-04-08 00:00:00.000000,SIP,54988.0,Rajasthan,Udaipur,B30,18-25,Female,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
29395,INV000784,2025-04-08 00:00:00.000000,Lumpsum,59590.0,Tamil Nadu,Chennai,T30,36-45,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
29396,INV000810,2025-04-08 00:00:00.000000,SIP,3254.0,Rajasthan,Jaipur,T30,26-35,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
29397,INV000930,2025-04-08 00:00:00.000000,Lumpsum,460432.0,Rajasthan,Udaipur,B30,18-25,Female,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
29398,INV001007,2025-04-08 00:00:00.000000,Lumpsum,425825.0,West Bengal,Kolkata,T30,18-25,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29399,INV001067,2025-04-08 00:00:00.000000,SIP,3111.0,Haryana,Gurugram,T30,26-35,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29400,INV001300,2025-04-08 00:00:00.000000,Redemption,245122.0,Uttar Pradesh,Agra,B30,36-45,Female,Pending,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
29401,INV001618,2025-04-08 00:00:00.000000,Redemption,251571.0,Karnataka,Bangalore,T30,56+,Female,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
29402,INV001772,2025-04-08 00:00:00.000000,SIP,8758.0,Telangana,Hyderabad,T30,36-45,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
29403,INV001788,2025-04-08 00:00:00.000000,SIP,47137.0,Tamil Nadu,Chennai,T30,18-25,Female,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
29404,INV001867,2025-04-08 00:00:00.000000,Lumpsum,350738.0,Rajasthan,Jaipur,T30,26-35,Male,Pending,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
29405,INV002179,2025-04-08 00:00:00.000000,Lumpsum,372154.0,Haryana,Gurugram,T30,26-35,Female,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29406,INV002368,2025-04-08 00:00:00.000000,SIP,2364.0,Telangana,Hyderabad,T30,26-35,Male,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29407,INV002586,2025-04-08 00:00:00.000000,SIP,3101.0,West Bengal,Kolkata,T30,26-35,Female,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
29408,INV002677,2025-04-08 00:00:00.000000,SIP,3298.0,Telangana,Hyderabad,T30,56+,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
29409,INV002751,2025-04-08 00:00:00.000000,Redemption,322995.0,Delhi,New Delhi,T30,36-45,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
29410,INV002761,2025-04-08 00:00:00.000000,SIP,22750.0,Rajasthan,Jaipur,T30,26-35,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
29411,INV002770,2025-04-08 00:00:00.000000,Lumpsum,226935.0,West Bengal,Kolkata,T30,36-45,Female,Verified,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
29412,INV002994,2025-04-08 00:00:00.000000,Lumpsum,54606.0,Karnataka,Mysore,B30,18-25,Male,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29413,INV003150,2025-04-08 00:00:00.000000,Lumpsum,51891.0,Gujarat,Ahmedabad,T30,26-35,Female,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
29414,INV003165,2025-04-08 00:00:00.000000,SIP,4005.0,Punjab,Amritsar,B30,26-35,Male,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29415,INV003211,2025-04-08 00:00:00.000000,SIP,43293.0,Uttar Pradesh,Lucknow,T30,36-45,Male,Pending,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
29416,INV003252,2025-04-08 00:00:00.000000,SIP,25221.0,Tamil Nadu,Chennai,T30,46-55,Male,Verified,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity
29417,INV003374,2025-04-08 00:00:00.000000,SIP,816.0,Karnataka,Mysore,B30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
29418,INV003387,2025-04-08 00:00:00.000000,Lumpsum,318624.0,Gujarat,Ahmedabad,T30,36-45,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29419,INV003412,2025-04-08 00:00:00.000000,Lumpsum,72438.0,Rajasthan,Jaipur,T30,18-25,Male,Pending,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
29420,INV003430,2025-04-08 00:00:00.000000,SIP,529.0,Gujarat,Ahmedabad,T30,26-35,Female,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29421,INV003453,2025-04-08 00:00:00.000000,SIP,8474.0,Punjab,Chandigarh,T30,36-45,Male,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29422,INV003516,2025-04-08 00:00:00.000000,SIP,9931.0,Delhi,Gurugram,T30,36-45,Female,Pending,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
29423,INV003527,2025-04-08 00:00:00.000000,SIP,414.0,Telangana,Hyderabad,T30,36-45,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
29424,INV003613,2025-04-08 00:00:00.000000,SIP,3051.0,Punjab,Amritsar,B30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
29425,INV003708,2025-04-08 00:00:00.000000,Redemption,458929.0,Punjab,Amritsar,B30,46-55,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
29426,INV003713,2025-04-08 00:00:00.000000,Lumpsum,13394.0,West Bengal,Kolkata,T30,36-45,Female,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
29427,INV003849,2025-04-08 00:00:00.000000,SIP,17720.0,Karnataka,Mysore,B30,26-35,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29428,INV003865,2025-04-08 00:00:00.000000,SIP,2645.0,Gujarat,Ahmedabad,T30,18-25,Female,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
29429,INV003978,2025-04-08 00:00:00.000000,SIP,1194.0,Telangana,Hyderabad,T30,26-35,Female,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
29430,INV003994,2025-04-08 00:00:00.000000,SIP,40466.0,Punjab,Amritsar,B30,18-25,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
29431,INV003995,2025-04-08 00:00:00.000000,SIP,4350.0,Uttar Pradesh,Agra,B30,36-45,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29432,INV004418,2025-04-08 00:00:00.000000,SIP,5358.0,Haryana,Faridabad,B30,26-35,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29433,INV004469,2025-04-08 00:00:00.000000,Lumpsum,58119.0,Delhi,Noida,T30,26-35,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29434,INV004508,2025-04-08 00:00:00.000000,SIP,14696.0,Punjab,Amritsar,B30,36-45,Female,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
29435,INV004511,2025-04-08 00:00:00.000000,SIP,14102.0,Gujarat,Ahmedabad,T30,46-55,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29436,INV004559,2025-04-08 00:00:00.000000,Redemption,266608.0,West Bengal,Kolkata,T30,26-35,Male,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
29437,INV004689,2025-04-08 00:00:00.000000,Lumpsum,133410.0,West Bengal,Kolkata,T30,26-35,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
29438,INV004868,2025-04-08 00:00:00.000000,SIP,9366.0,Karnataka,Bangalore,T30,36-45,Male,Pending,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
29439,INV004883,2025-04-08 00:00:00.000000,SIP,9626.0,West Bengal,Kolkata,T30,26-35,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
29440,INV004892,2025-04-08 00:00:00.000000,SIP,994.0,West Bengal,Kolkata,T30,26-35,Female,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
29441,INV004974,2025-04-08 00:00:00.000000,SIP,2043.0,Gujarat,Ahmedabad,T30,56+,Female,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
29442,INV000100,2025-04-09 00:00:00.000000,SIP,58723.0,Rajasthan,Udaipur,B30,56+,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
29443,INV000205,2025-04-09 00:00:00.000000,SIP,10083.0,Haryana,Faridabad,B30,18-25,Male,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
29444,INV000309,2025-04-09 00:00:00.000000,Lumpsum,483980.0,Delhi,Gurugram,T30,26-35,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29445,INV000331,2025-04-09 00:00:00.000000,Lumpsum,200432.0,Madhya Pradesh,Indore,T30,36-45,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
29446,INV000493,2025-04-09 00:00:00.000000,SIP,44398.0,Punjab,Chandigarh,T30,18-25,Male,Pending,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29447,INV000497,2025-04-09 00:00:00.000000,SIP,1040.0,Madhya Pradesh,Bhopal,B30,36-45,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29448,INV000558,2025-04-09 00:00:00.000000,Redemption,394171.0,Punjab,Chandigarh,T30,56+,Female,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
29449,INV000580,2025-04-09 00:00:00.000000,Lumpsum,312314.0,Uttar Pradesh,Agra,B30,56+,Male,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29450,INV000662,2025-04-09 00:00:00.000000,SIP,13167.0,Gujarat,Surat,T30,36-45,Female,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29451,INV000855,2025-04-09 00:00:00.000000,SIP,1185.0,Maharashtra,Pune,T30,56+,Male,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29452,INV000912,2025-04-09 00:00:00.000000,SIP,10180.0,Haryana,Faridabad,B30,36-45,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
29453,INV000954,2025-04-09 00:00:00.000000,SIP,3076.0,Haryana,Faridabad,B30,26-35,Female,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
29454,INV001282,2025-04-09 00:00:00.000000,SIP,9883.0,West Bengal,Kolkata,T30,18-25,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
29455,INV001359,2025-04-09 00:00:00.000000,SIP,439.0,Haryana,Gurugram,T30,36-45,Female,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
29456,INV001376,2025-04-09 00:00:00.000000,SIP,590.0,Gujarat,Surat,T30,26-35,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
29457,INV001391,2025-04-09 00:00:00.000000,Redemption,540893.0,Madhya Pradesh,Bhopal,B30,36-45,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29458,INV001398,2025-04-09 00:00:00.000000,Lumpsum,140030.0,Madhya Pradesh,Indore,T30,26-35,Female,Verified,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29459,INV001664,2025-04-09 00:00:00.000000,Lumpsum,254965.0,Karnataka,Mysore,B30,36-45,Female,Verified,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity
29460,INV001877,2025-04-09 00:00:00.000000,SIP,551.0,Tamil Nadu,Coimbatore,B30,56+,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
29461,INV001990,2025-04-09 00:00:00.000000,SIP,2789.0,Punjab,Amritsar,B30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
29462,INV001998,2025-04-09 00:00:00.000000,SIP,1016.0,Haryana,Faridabad,B30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
29463,INV002291,2025-04-09 00:00:00.000000,Lumpsum,492687.0,Telangana,Hyderabad,T30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
29464,INV002307,2025-04-09 00:00:00.000000,SIP,28161.0,Gujarat,Ahmedabad,T30,26-35,Male,Pending,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
29465,INV002415,2025-04-09 00:00:00.000000,SIP,47287.0,West Bengal,Kolkata,T30,36-45,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
29466,INV002633,2025-04-09 00:00:00.000000,Redemption,218084.0,Karnataka,Bangalore,T30,26-35,Female,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
29467,INV002658,2025-04-09 00:00:00.000000,Lumpsum,143656.0,Madhya Pradesh,Indore,T30,26-35,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
29468,INV002913,2025-04-09 00:00:00.000000,SIP,21655.0,Delhi,New Delhi,T30,56+,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
29469,INV002961,2025-04-09 00:00:00.000000,SIP,2631.0,Gujarat,Ahmedabad,T30,26-35,Male,Pending,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
29470,INV003407,2025-04-09 00:00:00.000000,SIP,4940.0,West Bengal,Kolkata,T30,26-35,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
29471,INV003582,2025-04-09 00:00:00.000000,SIP,8426.0,Uttar Pradesh,Kanpur,B30,36-45,Male,Verified,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity
29472,INV003708,2025-04-09 00:00:00.000000,Lumpsum,354016.0,Punjab,Amritsar,B30,46-55,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
29473,INV003731,2025-04-09 00:00:00.000000,SIP,576.0,Tamil Nadu,Coimbatore,B30,26-35,Female,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29474,INV003808,2025-04-09 00:00:00.000000,Lumpsum,265408.0,Madhya Pradesh,Bhopal,B30,46-55,Female,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
29475,INV003908,2025-04-09 00:00:00.000000,SIP,465.0,Tamil Nadu,Coimbatore,B30,26-35,Female,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
29476,INV003957,2025-04-09 00:00:00.000000,SIP,15777.0,Delhi,Noida,T30,36-45,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
29477,INV004034,2025-04-09 00:00:00.000000,Redemption,338703.0,Karnataka,Mysore,B30,46-55,Male,Pending,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29478,INV004498,2025-04-09 00:00:00.000000,Lumpsum,38109.0,Punjab,Chandigarh,T30,26-35,Male,Pending,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
29479,INV004506,2025-04-09 00:00:00.000000,SIP,8840.0,Karnataka,Mysore,B30,46-55,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
29480,INV004574,2025-04-09 00:00:00.000000,SIP,7982.0,Maharashtra,Mumbai,T30,36-45,Male,Verified,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
29481,INV004587,2025-04-09 00:00:00.000000,Lumpsum,304990.0,Uttar Pradesh,Kanpur,B30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
29482,INV004686,2025-04-09 00:00:00.000000,SIP,29197.0,Punjab,Amritsar,B30,36-45,Female,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29483,INV004776,2025-04-09 00:00:00.000000,SIP,8268.0,Punjab,Chandigarh,T30,36-45,Male,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29484,INV004833,2025-04-09 00:00:00.000000,Lumpsum,437811.0,Madhya Pradesh,Bhopal,B30,26-35,Female,Pending,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29485,INV000073,2025-04-10 00:00:00.000000,SIP,4776.0,Punjab,Amritsar,B30,18-25,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
29486,INV000104,2025-04-10 00:00:00.000000,SIP,6434.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
29487,INV000177,2025-04-10 00:00:00.000000,SIP,999.0,Rajasthan,Jaipur,T30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
29488,INV000181,2025-04-10 00:00:00.000000,Redemption,103213.0,Uttar Pradesh,Lucknow,T30,36-45,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
29489,INV000243,2025-04-10 00:00:00.000000,SIP,29199.0,Punjab,Chandigarh,T30,26-35,Male,Verified,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity
29490,INV000263,2025-04-10 00:00:00.000000,SIP,58446.0,Madhya Pradesh,Bhopal,B30,56+,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
29491,INV000394,2025-04-10 00:00:00.000000,Redemption,113970.0,Maharashtra,Mumbai,T30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
29492,INV000466,2025-04-10 00:00:00.000000,SIP,14459.0,Haryana,Faridabad,B30,18-25,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
29493,INV000537,2025-04-10 00:00:00.000000,SIP,5883.0,Uttar Pradesh,Lucknow,T30,36-45,Female,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
29494,INV000607,2025-04-10 00:00:00.000000,Lumpsum,164795.0,Rajasthan,Jaipur,T30,56+,Male,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
29495,INV000671,2025-04-10 00:00:00.000000,Lumpsum,105156.0,Uttar Pradesh,Agra,B30,36-45,Female,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
29496,INV000733,2025-04-10 00:00:00.000000,Redemption,11947.0,Uttar Pradesh,Lucknow,T30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
29497,INV000774,2025-04-10 00:00:00.000000,SIP,20996.0,Telangana,Hyderabad,T30,36-45,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
29498,INV000853,2025-04-10 00:00:00.000000,SIP,6183.0,Punjab,Chandigarh,T30,26-35,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29499,INV000858,2025-04-10 00:00:00.000000,Lumpsum,149672.0,Tamil Nadu,Chennai,T30,36-45,Female,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
29500,INV000874,2025-04-10 00:00:00.000000,SIP,16521.0,Tamil Nadu,Chennai,T30,56+,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
29501,INV001047,2025-04-10 00:00:00.000000,Lumpsum,194029.0,Tamil Nadu,Chennai,T30,56+,Female,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
29502,INV001107,2025-04-10 00:00:00.000000,Lumpsum,301772.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt
29503,INV001241,2025-04-10 00:00:00.000000,SIP,1847.0,Tamil Nadu,Chennai,T30,36-45,Female,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
29504,INV001308,2025-04-10 00:00:00.000000,SIP,1978.0,Rajasthan,Jaipur,T30,36-45,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
29505,INV001375,2025-04-10 00:00:00.000000,SIP,2141.0,Haryana,Gurugram,T30,18-25,Male,Pending,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
29506,INV001510,2025-04-10 00:00:00.000000,SIP,15303.0,Gujarat,Surat,T30,26-35,Male,Verified,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
29507,INV001623,2025-04-10 00:00:00.000000,SIP,861.0,Gujarat,Surat,T30,26-35,Female,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
29508,INV001804,2025-04-10 00:00:00.000000,Lumpsum,463602.0,Punjab,Amritsar,B30,26-35,Male,Pending,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
29509,INV001969,2025-04-10 00:00:00.000000,Lumpsum,546315.0,Uttar Pradesh,Kanpur,B30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
29510,INV001971,2025-04-10 00:00:00.000000,SIP,7386.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
