transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_key
31982,INV004142,2025-05-18,119599,Lumpsum,267180,West Bengal,Kolkata,T30,26-35,Male,12.0,UPI,Verified,20250518
31983,INV004324,2025-05-18,148568,SIP,4966,Madhya Pradesh,Indore,T30,36-45,Male,42.4,Cheque,Pending,20250518
31984,INV004445,2025-05-18,148567,Redemption,446396,Delhi,Noida,T30,36-45,Male,25.7,Mandate,Verified,20250518
31985,INV004472,2025-05-18,120506,SIP,3286,West Bengal,Kolkata,T30,26-35,Female,19.1,Cheque,Verified,20250518
31986,INV004582,2025-05-18,118632,Redemption,104793,Tamil Nadu,Chennai,T30,56+,Male,67.1,Cheque,Verified,20250518
31987,INV004769,2025-05-18,148568,SIP,12674,Punjab,Amritsar,B30,46-55,Female,25.3,Mandate,Verified,20250518
31988,INV004793,2025-05-18,125498,Lumpsum,51510,Madhya Pradesh,Indore,T30,36-45,Female,26.3,Mandate,Verified,20250518
31989,INV000052,2025-05-19,101206,Lumpsum,106392,Tamil Nadu,Coimbatore,B30,26-35,Male,19.1,Cheque,Verified,20250519
31990,INV000165,2025-05-19,119599,SIP,3064,Punjab,Chandigarh,T30,36-45,Female,18.8,UPI,Pending,20250519
31991,INV000174,2025-05-19,118632,SIP,14982,Karnataka,Bangalore,T30,36-45,Male,58.1,Net Banking,Verified,20250519
31992,INV000335,2025-05-19,149324,SIP,9130,Maharashtra,Mumbai,T30,26-35,Male,11.6,UPI,Verified,20250519
31993,INV000363,2025-05-19,100033,SIP,1740,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Cheque,Verified,20250519
31994,INV000396,2025-05-19,100016,Lumpsum,61948,Rajasthan,Jaipur,T30,46-55,Male,38.5,Net Banking,Verified,20250519
31995,INV000401,2025-05-19,125498,SIP,1162,Uttar Pradesh,Agra,B30,26-35,Male,20.5,Mandate,Verified,20250519
31996,INV000470,2025-05-19,119092,Lumpsum,328385,Madhya Pradesh,Bhopal,B30,26-35,Male,17.8,UPI,Verified,20250519
31997,INV000525,2025-05-19,100033,Lumpsum,293775,Gujarat,Ahmedabad,T30,56+,Female,12.6,Cheque,Verified,20250519
31998,INV000527,2025-05-19,118636,SIP,7611,Telangana,Hyderabad,T30,26-35,Male,12.1,UPI,Verified,20250519
31999,INV000589,2025-05-19,120842,SIP,568,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Net Banking,Verified,20250519
32000,INV000598,2025-05-19,119094,Lumpsum,100495,Karnataka,Bangalore,T30,26-35,Male,16.6,Cheque,Verified,20250519
32001,INV000626,2025-05-19,120842,SIP,10510,Haryana,Gurugram,T30,26-35,Female,12.3,Mandate,Verified,20250519
32002,INV000647,2025-05-19,119552,Lumpsum,484476,Punjab,Chandigarh,T30,46-55,Male,46.5,Net Banking,Verified,20250519
32003,INV000661,2025-05-19,100033,SIP,2725,Haryana,Faridabad,B30,36-45,Male,46.8,Mandate,Verified,20250519
32004,INV000942,2025-05-19,119092,Redemption,529467,Haryana,Faridabad,B30,56+,Male,70.2,Cheque,Verified,20250519
32005,INV001011,2025-05-19,120504,Lumpsum,107541,Madhya Pradesh,Bhopal,B30,26-35,Male,14.4,Net Banking,Verified,20250519
32006,INV001047,2025-05-19,119551,SIP,6491,Tamil Nadu,Chennai,T30,56+,Female,78.8,UPI,Verified,20250519
32007,INV001124,2025-05-19,125498,Lumpsum,14179,Madhya Pradesh,Indore,T30,36-45,Male,39.0,Mandate,Verified,20250519
32008,INV001158,2025-05-19,119092,SIP,27821,Karnataka,Mysore,B30,18-25,Male,6.4,Cheque,Verified,20250519
32009,INV001185,2025-05-19,118635,SIP,457,Haryana,Faridabad,B30,26-35,Female,22.5,Net Banking,Verified,20250519
32010,INV001282,2025-05-19,100016,SIP,897,West Bengal,Kolkata,T30,18-25,Female,5.2,Cheque,Verified,20250519
32011,INV001298,2025-05-19,120503,SIP,2356,Delhi,Gurugram,T30,26-35,Female,24.4,Mandate,Verified,20250519
32012,INV001325,2025-05-19,148567,SIP,53791,Rajasthan,Udaipur,B30,18-25,Male,4.4,UPI,Verified,20250519
32013,INV001359,2025-05-19,118634,SIP,28962,Haryana,Gurugram,T30,36-45,Female,41.8,Cheque,Verified,20250519
32014,INV001428,2025-05-19,119552,SIP,545,Delhi,New Delhi,T30,26-35,Male,17.8,Cheque,Verified,20250519
32015,INV001497,2025-05-19,118632,SIP,14224,Maharashtra,Mumbai,T30,36-45,Male,56.8,Cheque,Verified,20250519
32016,INV001512,2025-05-19,120504,Lumpsum,485171,Haryana,Gurugram,T30,46-55,Male,49.4,Mandate,Verified,20250519
32017,INV001532,2025-05-19,119094,Redemption,338722,Madhya Pradesh,Bhopal,B30,36-45,Female,39.5,Cheque,Verified,20250519
32018,INV001595,2025-05-19,149322,SIP,15034,Gujarat,Ahmedabad,T30,56+,Male,78.5,Mandate,Verified,20250519
32019,INV001599,2025-05-19,119095,Redemption,244214,Haryana,Faridabad,B30,36-45,Female,31.0,UPI,Verified,20250519
32020,INV001606,2025-05-19,120507,SIP,6367,Punjab,Amritsar,B30,26-35,Female,23.4,Net Banking,Verified,20250519
32021,INV001722,2025-05-19,120504,Redemption,354177,Delhi,Noida,T30,36-45,Female,55.0,Cheque,Verified,20250519
32022,INV001785,2025-05-19,125497,SIP,45508,Karnataka,Mysore,B30,26-35,Male,14.5,Mandate,Verified,20250519
32023,INV001797,2025-05-19,120504,Redemption,294220,Punjab,Amritsar,B30,26-35,Female,6.8,Net Banking,Verified,20250519
32024,INV001899,2025-05-19,120843,Lumpsum,272715,Gujarat,Ahmedabad,T30,26-35,Male,7.6,UPI,Verified,20250519
32025,INV001956,2025-05-19,120843,Redemption,277572,Rajasthan,Jaipur,T30,26-35,Male,22.1,Mandate,Verified,20250519
32026,INV002011,2025-05-19,120507,Redemption,11121,Tamil Nadu,Chennai,T30,36-45,Male,41.1,UPI,Verified,20250519
32027,INV002280,2025-05-19,119093,SIP,2095,Karnataka,Mysore,B30,18-25,Male,3.5,UPI,Verified,20250519
32028,INV002299,2025-05-19,120505,Lumpsum,283007,Karnataka,Mysore,B30,36-45,Female,26.8,UPI,Verified,20250519
32029,INV002306,2025-05-19,119551,Redemption,408660,Tamil Nadu,Chennai,T30,18-25,Male,3.4,UPI,Verified,20250519
32030,INV002376,2025-05-19,118634,SIP,5340,Tamil Nadu,Chennai,T30,18-25,Male,6.8,Cheque,Verified,20250519
32031,INV002530,2025-05-19,148569,SIP,2197,Telangana,Hyderabad,T30,36-45,Male,53.9,Net Banking,Verified,20250519
32032,INV002542,2025-05-19,119599,SIP,12961,Telangana,Hyderabad,T30,26-35,Female,15.9,Mandate,Verified,20250519
32033,INV002546,2025-05-19,120503,Redemption,176742,Gujarat,Surat,T30,26-35,Male,19.3,Mandate,Verified,20250519
32034,INV002572,2025-05-19,119093,SIP,15177,Rajasthan,Jaipur,T30,56+,Male,19.5,UPI,Verified,20250519
32035,INV002594,2025-05-19,120843,SIP,3174,Haryana,Gurugram,T30,26-35,Male,23.7,Net Banking,Verified,20250519
32036,INV002695,2025-05-19,100025,SIP,2490,Telangana,Hyderabad,T30,26-35,Male,18.8,Mandate,Verified,20250519
32037,INV002712,2025-05-19,119552,SIP,483,Karnataka,Bangalore,T30,46-55,Male,24.8,UPI,Verified,20250519
32038,INV002747,2025-05-19,119598,Lumpsum,347089,Haryana,Faridabad,B30,46-55,Male,34.0,Cheque,Verified,20250519
32039,INV002778,2025-05-19,100033,SIP,5501,Punjab,Chandigarh,T30,26-35,Female,13.5,Net Banking,Verified,20250519
32040,INV002851,2025-05-19,120503,SIP,6959,Tamil Nadu,Coimbatore,B30,26-35,Male,16.0,Cheque,Verified,20250519
32041,INV002859,2025-05-19,149323,SIP,10461,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified,20250519
32042,INV002895,2025-05-19,119094,SIP,3099,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Cheque,Verified,20250519
32043,INV003160,2025-05-19,102886,SIP,541,Delhi,Gurugram,T30,26-35,Male,24.9,Mandate,Verified,20250519
32044,INV003390,2025-05-19,119120,SIP,22412,Haryana,Faridabad,B30,26-35,Male,9.6,Net Banking,Verified,20250519
32045,INV003507,2025-05-19,102885,SIP,12876,Karnataka,Bangalore,T30,26-35,Female,22.5,Net Banking,Verified,20250519
32046,INV003561,2025-05-19,149324,Lumpsum,331370,West Bengal,Kolkata,T30,26-35,Male,22.0,Cheque,Pending,20250519
32047,INV003611,2025-05-19,100033,SIP,1147,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Net Banking,Verified,20250519
32048,INV003643,2025-05-19,149322,SIP,8170,Telangana,Hyderabad,T30,36-45,Male,48.4,UPI,Verified,20250519
32049,INV003645,2025-05-19,120504,SIP,10675,Punjab,Amritsar,B30,26-35,Male,13.4,Net Banking,Verified,20250519
32050,INV003695,2025-05-19,100016,SIP,1046,Karnataka,Bangalore,T30,36-45,Male,31.0,Cheque,Verified,20250519
32051,INV003770,2025-05-19,119599,SIP,41306,Gujarat,Surat,T30,46-55,Male,77.8,Net Banking,Verified,20250519
32052,INV003789,2025-05-19,118632,Lumpsum,415705,Rajasthan,Udaipur,B30,36-45,Male,29.9,UPI,Verified,20250519
32053,INV004006,2025-05-19,100033,SIP,3582,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,UPI,Verified,20250519
32054,INV004030,2025-05-19,119552,SIP,50614,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Cheque,Verified,20250519
32055,INV004059,2025-05-19,101208,Redemption,160345,Maharashtra,Pune,T30,26-35,Female,17.0,Cheque,Verified,20250519
32056,INV004212,2025-05-19,119551,SIP,1121,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,UPI,Verified,20250519
32057,INV004241,2025-05-19,118632,SIP,8430,Maharashtra,Mumbai,T30,36-45,Male,18.9,UPI,Verified,20250519
32058,INV004267,2025-05-19,125498,Redemption,283880,Gujarat,Surat,T30,46-55,Male,99.7,Mandate,Verified,20250519
32059,INV004271,2025-05-19,118633,Lumpsum,224883,Maharashtra,Mumbai,T30,18-25,Male,3.2,UPI,Verified,20250519
32060,INV004332,2025-05-19,119552,SIP,3137,Haryana,Faridabad,B30,36-45,Female,52.1,Cheque,Verified,20250519
32061,INV004340,2025-05-19,118632,Redemption,420156,Karnataka,Mysore,B30,26-35,Male,17.9,Net Banking,Verified,20250519
32062,INV004376,2025-05-19,120842,Redemption,419292,West Bengal,Kolkata,T30,46-55,Female,92.6,Net Banking,Verified,20250519
32063,INV004496,2025-05-19,120503,Redemption,400566,Madhya Pradesh,Indore,T30,18-25,Female,6.3,UPI,Verified,20250519
32064,INV004551,2025-05-19,120503,Redemption,251301,Maharashtra,Nashik,B30,18-25,Male,6.0,UPI,Verified,20250519
32065,INV004661,2025-05-19,118634,SIP,518,Maharashtra,Nashik,B30,26-35,Male,9.8,Cheque,Verified,20250519
32066,INV004698,2025-05-19,102885,SIP,7204,Gujarat,Surat,T30,36-45,Female,39.2,UPI,Verified,20250519
32067,INV004717,2025-05-19,120842,SIP,494,Maharashtra,Nashik,B30,36-45,Female,12.6,UPI,Verified,20250519
32068,INV004780,2025-05-19,148569,Lumpsum,503930,Haryana,Gurugram,T30,36-45,Male,42.4,Net Banking,Verified,20250519
32069,INV004837,2025-05-19,102886,Lumpsum,177745,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,Verified,20250519
32070,INV004844,2025-05-19,149324,SIP,4450,Maharashtra,Pune,T30,26-35,Male,15.7,Mandate,Verified,20250519
32071,INV004885,2025-05-19,119094,SIP,13418,Punjab,Amritsar,B30,26-35,Male,11.7,Cheque,Verified,20250519
32072,INV000014,2025-05-20,149323,SIP,41507,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Cheque,Verified,20250520
32073,INV000022,2025-05-20,100033,Redemption,359562,Telangana,Hyderabad,T30,36-45,Male,37.4,UPI,Verified,20250520
32074,INV000028,2025-05-20,149323,SIP,4569,Gujarat,Surat,T30,18-25,Female,6.1,Net Banking,Verified,20250520
32075,INV000091,2025-05-20,102885,Redemption,325609,Haryana,Gurugram,T30,26-35,Male,14.6,Net Banking,Verified,20250520
32076,INV000149,2025-05-20,119120,Lumpsum,445493,Delhi,New Delhi,T30,26-35,Male,17.9,Cheque,Pending,20250520
32077,INV000190,2025-05-20,120505,SIP,22759,Madhya Pradesh,Indore,T30,26-35,Female,8.2,Cheque,Verified,20250520
32078,INV000265,2025-05-20,120507,SIP,51671,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,Net Banking,Verified,20250520
32079,INV000543,2025-05-20,120505,SIP,29675,Haryana,Gurugram,T30,36-45,Male,45.4,Net Banking,Verified,20250520
32080,INV000759,2025-05-20,120505,SIP,11454,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Verified,20250520
32081,INV000799,2025-05-20,148568,SIP,9373,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Mandate,Verified,20250520
32082,INV000804,2025-05-20,101208,Redemption,272684,Karnataka,Mysore,B30,36-45,Male,39.7,UPI,Verified,20250520
32083,INV001005,2025-05-20,149324,SIP,17171,Karnataka,Bangalore,T30,46-55,Male,84.6,UPI,Verified,20250520
32084,INV001069,2025-05-20,149324,Lumpsum,540194,Telangana,Hyderabad,T30,26-35,Male,19.1,Net Banking,Verified,20250520
32085,INV001072,2025-05-20,125498,SIP,8470,Rajasthan,Udaipur,B30,26-35,Female,7.3,Mandate,Verified,20250520
32086,INV001202,2025-05-20,118636,SIP,12792,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified,20250520
32087,INV001235,2025-05-20,120505,SIP,573,Haryana,Faridabad,B30,26-35,Male,19.3,UPI,Verified,20250520
32088,INV001249,2025-05-20,119093,SIP,2858,Maharashtra,Mumbai,T30,26-35,Female,16.4,Cheque,Verified,20250520
32089,INV001274,2025-05-20,118633,SIP,2990,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified,20250520
32090,INV001374,2025-05-20,119551,Lumpsum,227241,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Cheque,Verified,20250520
32091,INV001375,2025-05-20,119120,SIP,20244,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified,20250520
32092,INV001464,2025-05-20,118632,SIP,2668,Delhi,New Delhi,T30,26-35,Male,24.8,Mandate,Verified,20250520
32093,INV001508,2025-05-20,125498,Lumpsum,474755,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,Cheque,Verified,20250520
32094,INV001550,2025-05-20,100016,SIP,7548,Punjab,Chandigarh,T30,18-25,Male,4.1,Net Banking,Verified,20250520
32095,INV001721,2025-05-20,120507,SIP,2249,Punjab,Amritsar,B30,26-35,Male,10.8,Mandate,Verified,20250520
32096,INV001874,2025-05-20,149323,SIP,20509,Telangana,Hyderabad,T30,36-45,Male,21.3,Mandate,Verified,20250520
32097,INV001885,2025-05-20,120844,Lumpsum,180133,Karnataka,Bangalore,T30,26-35,Male,18.8,Cheque,Verified,20250520
32098,INV001891,2025-05-20,100025,SIP,2732,West Bengal,Kolkata,T30,26-35,Male,22.2,Cheque,Verified,20250520
32099,INV001950,2025-05-20,149323,SIP,14471,Maharashtra,Pune,T30,26-35,Female,6.0,Mandate,Verified,20250520
32100,INV002015,2025-05-20,119120,SIP,2867,Delhi,New Delhi,T30,26-35,Female,11.1,Net Banking,Pending,20250520
32101,INV002145,2025-05-20,100025,SIP,29162,Delhi,Gurugram,T30,36-45,Male,32.8,Mandate,Verified,20250520
32102,INV002178,2025-05-20,101207,SIP,10675,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Mandate,Verified,20250520
32103,INV002191,2025-05-20,148568,Redemption,276159,West Bengal,Kolkata,T30,26-35,Male,9.0,Cheque,Verified,20250520
32104,INV002202,2025-05-20,120843,SIP,986,Madhya Pradesh,Indore,T30,18-25,Female,7.1,UPI,Verified,20250520
32105,INV002266,2025-05-20,120506,Redemption,201415,Telangana,Hyderabad,T30,26-35,Male,12.0,Cheque,Verified,20250520
32106,INV002365,2025-05-20,125498,SIP,11494,Gujarat,Ahmedabad,T30,46-55,Male,76.9,Net Banking,Verified,20250520
32107,INV002463,2025-05-20,120503,SIP,1765,Punjab,Amritsar,B30,18-25,Male,7.0,UPI,Verified,20250520
32108,INV002475,2025-05-20,120507,SIP,2911,Delhi,New Delhi,T30,26-35,Male,14.4,Cheque,Verified,20250520
32109,INV002538,2025-05-20,125497,SIP,24817,Haryana,Gurugram,T30,18-25,Male,4.7,Mandate,Verified,20250520
32110,INV002716,2025-05-20,119552,SIP,1781,Tamil Nadu,Chennai,T30,56+,Female,47.4,Net Banking,Verified,20250520
32111,INV002804,2025-05-20,149324,SIP,8925,Madhya Pradesh,Indore,T30,36-45,Male,39.9,Net Banking,Verified,20250520
32112,INV002832,2025-05-20,120503,Lumpsum,178704,Uttar Pradesh,Lucknow,T30,26-35,Male,15.9,Cheque,Verified,20250520
32113,INV002948,2025-05-20,120504,SIP,14759,Maharashtra,Mumbai,T30,46-55,Male,43.6,Mandate,Verified,20250520
32114,INV003144,2025-05-20,118632,SIP,11417,Haryana,Gurugram,T30,36-45,Female,38.0,Mandate,Verified,20250520
32115,INV003164,2025-05-20,148567,SIP,1121,Madhya Pradesh,Indore,T30,26-35,Male,23.9,Cheque,Verified,20250520
32116,INV003165,2025-05-20,120842,SIP,11846,Punjab,Amritsar,B30,26-35,Male,19.4,Net Banking,Verified,20250520
32117,INV003329,2025-05-20,118633,Lumpsum,24580,Madhya Pradesh,Indore,T30,56+,Male,25.2,UPI,Verified,20250520
32118,INV003647,2025-05-20,102887,Redemption,400020,Haryana,Faridabad,B30,56+,Male,57.2,UPI,Verified,20250520
32119,INV003649,2025-05-20,149324,SIP,2824,Haryana,Gurugram,T30,46-55,Female,79.9,UPI,Verified,20250520
32120,INV003703,2025-05-20,100016,Redemption,159597,Karnataka,Bangalore,T30,36-45,Female,20.8,Net Banking,Verified,20250520
32121,INV003887,2025-05-20,120505,Lumpsum,145855,Rajasthan,Udaipur,B30,56+,Female,54.1,Mandate,Verified,20250520
32122,INV004004,2025-05-20,149323,SIP,2334,Delhi,Gurugram,T30,18-25,Male,3.1,Cheque,Verified,20250520
32123,INV004270,2025-05-20,118634,SIP,2362,Rajasthan,Udaipur,B30,18-25,Male,5.7,Mandate,Verified,20250520
32124,INV004297,2025-05-20,120843,SIP,50044,Karnataka,Bangalore,T30,36-45,Female,19.5,Cheque,Verified,20250520
32125,INV004434,2025-05-20,125497,SIP,924,Gujarat,Surat,T30,46-55,Male,17.7,Cheque,Verified,20250520
32126,INV004457,2025-05-20,119120,Lumpsum,511079,Telangana,Hyderabad,T30,18-25,Male,6.7,Cheque,Verified,20250520
32127,INV004482,2025-05-20,101208,SIP,2480,Uttar Pradesh,Kanpur,B30,18-25,Female,6.8,Mandate,Verified,20250520
32128,INV004547,2025-05-20,119552,Lumpsum,389012,Madhya Pradesh,Bhopal,B30,36-45,Female,42.8,Cheque,Verified,20250520
32129,INV004605,2025-05-20,120844,Lumpsum,522270,Maharashtra,Nashik,B30,36-45,Male,17.8,Mandate,Verified,20250520
32130,INV004653,2025-05-20,119120,Redemption,328904,Rajasthan,Jaipur,T30,46-55,Female,32.2,Net Banking,Verified,20250520
32131,INV004735,2025-05-20,119094,Lumpsum,379646,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,UPI,Pending,20250520
32132,INV004743,2025-05-20,120505,Lumpsum,300055,Maharashtra,Nashik,B30,36-45,Male,18.7,Cheque,Verified,20250520
32133,INV004835,2025-05-20,101206,SIP,7242,Maharashtra,Nashik,B30,56+,Male,12.9,Net Banking,Verified,20250520
32134,INV000040,2025-05-21,120505,Lumpsum,300081,Karnataka,Mysore,B30,26-35,Male,14.7,Cheque,Verified,20250521
32135,INV000042,2025-05-21,148567,SIP,8474,Punjab,Amritsar,B30,26-35,Female,15.3,Mandate,Verified,20250521
32136,INV000238,2025-05-21,100016,SIP,8970,Telangana,Hyderabad,T30,36-45,Male,26.3,Net Banking,Verified,20250521
32137,INV000242,2025-05-21,120504,Lumpsum,21681,Maharashtra,Nashik,B30,36-45,Male,40.2,UPI,Verified,20250521
32138,INV000282,2025-05-21,120507,Lumpsum,576259,Uttar Pradesh,Agra,B30,36-45,Female,55.7,Cheque,Verified,20250521
32139,INV000283,2025-05-21,148568,Lumpsum,269826,West Bengal,Kolkata,T30,46-55,Male,18.1,Mandate,Verified,20250521
32140,INV000304,2025-05-21,119120,Lumpsum,419796,West Bengal,Kolkata,T30,36-45,Male,25.6,Cheque,Verified,20250521
32141,INV000389,2025-05-21,101208,Lumpsum,17090,Delhi,Gurugram,T30,46-55,Male,50.2,Net Banking,Verified,20250521
32142,INV000436,2025-05-21,100033,SIP,2881,Rajasthan,Jaipur,T30,26-35,Male,14.4,Mandate,Verified,20250521
32143,INV000483,2025-05-21,119552,Redemption,62419,Haryana,Gurugram,T30,18-25,Male,7.7,Net Banking,Verified,20250521
32144,INV000491,2025-05-21,119095,Lumpsum,437960,Madhya Pradesh,Indore,T30,56+,Male,58.2,Net Banking,Verified,20250521
32145,INV000495,2025-05-21,119092,Lumpsum,249553,Gujarat,Surat,T30,26-35,Female,7.6,UPI,Verified,20250521
32146,INV000585,2025-05-21,149322,Lumpsum,150707,Telangana,Hyderabad,T30,46-55,Female,47.0,Mandate,Verified,20250521
32147,INV000642,2025-05-21,119599,SIP,10770,Gujarat,Surat,T30,26-35,Male,15.6,Cheque,Verified,20250521
32148,INV000981,2025-05-21,149324,SIP,563,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,Verified,20250521
32149,INV001029,2025-05-21,119094,Lumpsum,463692,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,UPI,Verified,20250521
32150,INV001296,2025-05-21,119552,SIP,4479,Gujarat,Ahmedabad,T30,26-35,Male,15.0,Net Banking,Verified,20250521
32151,INV001421,2025-05-21,119552,SIP,1026,Telangana,Hyderabad,T30,26-35,Male,19.8,Mandate,Verified,20250521
32152,INV001597,2025-05-21,120843,SIP,26276,West Bengal,Kolkata,T30,36-45,Male,46.1,Cheque,Verified,20250521
32153,INV001605,2025-05-21,119598,Lumpsum,91145,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Cheque,Verified,20250521
32154,INV001611,2025-05-21,120504,Lumpsum,212403,West Bengal,Kolkata,T30,18-25,Female,7.4,Cheque,Verified,20250521
32155,INV001628,2025-05-21,119599,SIP,2074,Rajasthan,Jaipur,T30,36-45,Female,45.6,Cheque,Verified,20250521
32156,INV001808,2025-05-21,118636,Redemption,16450,Punjab,Chandigarh,T30,26-35,Female,7.0,Mandate,Verified,20250521
32157,INV001827,2025-05-21,149323,SIP,498,Haryana,Faridabad,B30,36-45,Female,54.3,Mandate,Verified,20250521
32158,INV001982,2025-05-21,102886,SIP,28669,Karnataka,Mysore,B30,26-35,Male,14.9,Mandate,Pending,20250521
32159,INV002044,2025-05-21,119551,Redemption,457280,Gujarat,Ahmedabad,T30,26-35,Female,19.1,Net Banking,Verified,20250521
32160,INV002107,2025-05-21,148569,SIP,5331,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified,20250521
32161,INV002121,2025-05-21,100025,SIP,440,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Mandate,Verified,20250521
32162,INV002265,2025-05-21,148568,SIP,1969,Rajasthan,Jaipur,T30,18-25,Female,3.8,Net Banking,Verified,20250521
32163,INV002320,2025-05-21,148568,Lumpsum,184781,Rajasthan,Udaipur,B30,26-35,Male,23.7,Cheque,Verified,20250521
32164,INV002350,2025-05-21,119095,SIP,9040,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Cheque,Verified,20250521
32165,INV002673,2025-05-21,148567,SIP,28894,Maharashtra,Mumbai,T30,26-35,Male,14.2,Cheque,Verified,20250521
32166,INV002733,2025-05-21,102887,SIP,3258,Punjab,Chandigarh,T30,26-35,Male,19.0,Net Banking,Verified,20250521
32167,INV002744,2025-05-21,120505,SIP,23141,Karnataka,Bangalore,T30,36-45,Male,25.9,Mandate,Verified,20250521
32168,INV002793,2025-05-21,149323,SIP,1676,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Cheque,Verified,20250521
32169,INV002872,2025-05-21,119551,SIP,2083,West Bengal,Kolkata,T30,36-45,Male,47.5,Mandate,Verified,20250521
32170,INV002909,2025-05-21,101208,SIP,14354,Rajasthan,Udaipur,B30,36-45,Male,44.1,Cheque,Verified,20250521
32171,INV002912,2025-05-21,118632,SIP,590,Maharashtra,Mumbai,T30,26-35,Female,23.6,Net Banking,Pending,20250521
32172,INV003015,2025-05-21,100033,SIP,23872,Madhya Pradesh,Indore,T30,18-25,Male,4.4,Net Banking,Pending,20250521
32173,INV003117,2025-05-21,119094,SIP,2945,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Net Banking,Verified,20250521
32174,INV003151,2025-05-21,148568,SIP,462,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,UPI,Verified,20250521
32175,INV003273,2025-05-21,119095,Redemption,106278,Haryana,Faridabad,B30,36-45,Male,18.3,Net Banking,Verified,20250521
32176,INV003350,2025-05-21,149323,SIP,13256,Maharashtra,Nashik,B30,46-55,Female,37.7,Mandate,Verified,20250521
32177,INV003387,2025-05-21,102887,SIP,4029,Gujarat,Ahmedabad,T30,36-45,Male,15.4,UPI,Verified,20250521
32178,INV003407,2025-05-21,119599,Lumpsum,386737,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,Verified,20250521
32179,INV003509,2025-05-21,148568,SIP,2327,Haryana,Gurugram,T30,36-45,Male,14.5,Cheque,Verified,20250521
32180,INV003574,2025-05-21,119095,SIP,27326,Haryana,Faridabad,B30,46-55,Male,48.4,Cheque,Verified,20250521
32181,INV003614,2025-05-21,149323,SIP,13279,Maharashtra,Mumbai,T30,26-35,Male,13.3,Mandate,Verified,20250521
32182,INV003744,2025-05-21,118634,SIP,3125,Karnataka,Mysore,B30,18-25,Female,4.1,UPI,Verified,20250521
32183,INV003765,2025-05-21,119092,SIP,40722,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,Net Banking,Verified,20250521
32184,INV003818,2025-05-21,118635,SIP,3387,Gujarat,Surat,T30,36-45,Male,25.3,Mandate,Verified,20250521
32185,INV003951,2025-05-21,119551,Redemption,108645,Uttar Pradesh,Lucknow,T30,18-25,Male,7.8,Mandate,Verified,20250521
32186,INV004003,2025-05-21,119552,SIP,14661,West Bengal,Kolkata,T30,26-35,Male,9.5,UPI,Verified,20250521
32187,INV004077,2025-05-21,100025,SIP,57727,Delhi,New Delhi,T30,18-25,Female,3.5,Net Banking,Verified,20250521
32188,INV004143,2025-05-21,120843,SIP,4681,Gujarat,Ahmedabad,T30,18-25,Male,7.4,Mandate,Verified,20250521
32189,INV004312,2025-05-21,125498,Redemption,447194,Karnataka,Bangalore,T30,18-25,Female,4.3,Net Banking,Verified,20250521
32190,INV004417,2025-05-21,118634,SIP,1796,Rajasthan,Jaipur,T30,26-35,Male,7.2,Cheque,Verified,20250521
32191,INV004528,2025-05-21,120504,SIP,2903,Madhya Pradesh,Indore,T30,46-55,Male,82.5,UPI,Verified,20250521
32192,INV004529,2025-05-21,120505,Lumpsum,470317,Uttar Pradesh,Kanpur,B30,18-25,Male,6.3,Cheque,Verified,20250521
32193,INV004563,2025-05-21,120503,Lumpsum,509577,Gujarat,Surat,T30,46-55,Female,32.2,Net Banking,Verified,20250521
32194,INV004582,2025-05-21,125497,SIP,1658,Tamil Nadu,Chennai,T30,56+,Male,67.1,Net Banking,Verified,20250521
